title,author,post,category;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Self medicating - help please,UID1152,""Hi Guys I have spent a lot of time on line the last couple of days as I am having a bad time. it is raining and I always find the rain makes me worse. I have been reading lots of your posts and have responded to some when I think I have something to offer. I was disappointed in the outcome of my appointment last Thursday, not to mention embarrassed and all my grand 'plans' seem unattainable- again! .The truth is I need some UID1059. I need to know is there anyone out there that shares my problem. I continue to self medicate despite being admitted to hospital several times for detox, and then finally getting off my opiates after an infusion in August.I know the dangers, I know I am not fooling myself with my reasons, most of which I don't get anyway. I told my psych I wanted to get off and although he knows everything about me he still says my drug use isn't the main problem , my depression is. He says the dosage of my meds isn't too high and he would rather I stay on AD and I can ween off my anxiety meds if I want.The thing is I don't know if I really want to . I say I do but I'm pretty quick to reach for a pill if I'm in pain, feeling down or as is today it is raining! What the UID50007? I can't UID1059 feeling that the meds give me some level of control. I feel less anxious and usually very calm and out of it. I know I will never get my life back on track until I can give up these drugs but I am really struggling. I keep as busy as I can doing various things, but I know I am again addicted and I am really scared I will have to go back into hospital. My husband would be devastated if this happened. I am only slowly regaining his trust after the last admission. Is there anyone going through this? Please let me know Stressless"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"My Journey,UID1277,""My journey so far has been an up and down ride, like a roller coaster. It started last yr in early August when i was admitted to hospital,I stayed in hospital for approx 5 or 6 days. After i was released it was very tough, very emotional. my feelings were all over the place, as time has gone on and as i have made connections my training of thoughts anf feelings have become more common and i am not having as bad times as i was before. The thoughts that i get now are just a little bit of loneliness occasionally. Even though i am still in my early stages compared to other people that i have made connections with, i can notice a change in the way i'm thinking and my thoughts. It is with the UID1059 of everyone UID3760 at Beyond Blue and many other support sites and people that i have been able to move forward along my pathway. I still have a long way to go but i can very much see the change that i have made since last August. I have been having a feeling inside me like something was missing and i now know what I was missing as the feeling has gone, I was missing a girlfriend. I have just met her and we have so much in common and are so much in love with eachother. To each and everyone of you UID3760 on this forum i say thankyou for all of your kind, caring,supporting, inspiring thoughts and messages. I have FAITH, BELIEF in all of you that we will get better in the future. Kind UID372egards "",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Are there different levels of depression?,UID3556,""Hi all, and to all, I say """"hi"""" In another post our dear friend  in part of one of his sentences wrote about """"levels of depression"""". And it was excellent, because it got me thinking. How do we explain the different levels of depression and indeed, ARE there different levels of depression? If there are, then the rest of my below vent isn't needed, and the only thing it will have done will be to continue to exercise my fingers as UID1518 tap away at the glorious keyboard in front of me. So vent commencing now: I'm diagnosed with chronic depression. But what if someone else is diagnosed with depression with no word of 'chronic' in front of it. Are UID1518 better off than me? Am I chronically more worse off than them? I would answer """"no"""" to both questions. And you know for the first time, I've never even questioned that. """"Look if someone has depression, UID1518 have depression Doc"""". Or am I being blase/silly UID3760, and there are levels of depression";" hence: """"we have someone who comes in and has these kinds of issues, so we'll label this person with """"garden variety depression"""" and then we have someone coming in who is presenting all these kinds of things, and so instead of being just in the garden, this person is at the top of the tree, with chronic depression"""". You know, now that I've actually written this out I think I have got the answer and perhaps it IS """"yes"""". When I've had my mental health plan done with my GP (3 of them now), there is a series of questions you have to answer and I think this is something called the K10 test"; 10 questions and if you answer them and get the score of 10, you are fine and healthy, not a problem with you (although you may have an ingrown toe-nail, but that's for another website to be concerned with) and off you go on your merry way. 50 is the absolute worst and you can't get a higher score than that and I believe that would mean immediate hospitalisation. The first time I did the test, I scored 32. Not good, but definitely not terrible. I was still UID1183, but not acute. A year ago I did the test and I was 42. Much worse and nowhere near good and closing in on the not good side. In December I did the test and I scored 45. Very bad and things remain to be so. My point UID3760 is, perhaps something over 40 would be labelled as being chronic depression and anything between, oh I don't know, 25 to 40 would be depressive symptoms. Gee, I can waffle ... but it does UID1059 you know ... if you just cannot talk to others due to this illness, it does UID1059 to be able to write things down. And for years I've done this with creating a journal about my thoughts ... but now I've found Beyond Blue and these wonderful forum sites, I can just type away to my heart is, as UID1518 say in the classics, content. I'm sure that most people will see that it's another post from me and will bypass it, simply cause otherwise, that'll be 15-20 mins of their life UID1518 won't get back having had to trawl through the tripe that I tend to post. But that's ok ... cause I've read it ... just the once and it is kinda therapeutic. Are there different levels of depression? Ok, now I believe there are. But only after comprehensive scientific research had been conducted, as you'll have noticed from above. ;") Over and out, "",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Rain, rain go away,UID1152,""hi guys, I have spent a lot of time on line today as I having a bad one. it is raining and I always find the rain makes me worse. I have been reading lots of your posts and have responded to some when I think I have something to offer. The truth is I need some UID1059. I need to know is there anyone out there that shares my problem. I continue to self medicate despite being admitted to hospital several times for detox, and then finally getting off my opiates after an infusion in August. I know the dangers, I know I am not fooling myself with my reasons, most of which I don't get anyway. I told my psych I wanted to get off and although he knows everything about me he still says my drug use isn't the main problem , my depression is. He says the dosage of my meds isn't too high and he would rather I stay on AD and I can ween off my anxiety meds if I want. The thing is I don't know if I really want to . I say I do but I'm pretty quick to reach for a pill if I'm in pain, feeling down or as is today it is raining! What the UID50007? I can't UID1059 feeling that the meds give me some level of control. I feel less anxious and usually very calm and out of it. I know I will never get my life back on track until I can give up these drugs but I am really struggling. I keep as busy as I can doing various things, but I know I am again addicted and I am really scared I will have to go back into hospital. My husband would be devastated if this happened. I am only slowly regaining his trust after the last admission. Is there anyone going through this? Please let me know Stressless"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"I hate this stupid disease,UID999,""Im sitting UID3760 at my mums, stressing, crying and thinking about this stupid illness that effects each of us on UID3760, either personally or a loved one Why does it effect us all in such different ways? I read some people struggle to find/perform work while UID1518 suffer with it...This has never been an issue for me, even with my social anxiety problems, i have always held a good job, i interview well. when my resume makes it through and i get an interview, i always at least get a 2nd interview. Even when i was unemployed for the last little period of my life, i was offered a couple of jobs in there that i had to turn down for different reasons (maybe my mind created these reasons, i dont know) i read some people who want to be alone, want to be away from loved ones, dont want people around them. I am the TOTAL opposite of this, i am craving affection more than any time in my life. I want to be around people, i want to talk to people, i want to be close. I dont have that sort of relationship with my mum or my sister where i am living, and i dont really have any friends. My kids are away from me so i cant be close to them at the minute, and  I would give everything i owned just to be able to hold her at the minute, to be able to sit down and talk to her Why did this horrible illness make me so angry? It turned me into a horrible horrible person. I said and did things i can never take back to the people who mean the most to be in the world. The depression didnt make me do or say those things, those were my actions that i have to live with, but it made my moods change. My moods changing has caused me to lose the most important things in my life, my kids and my best friend/my only friend/my partner If i lose  i dont think i want to keep going. Its scaring me, i am having serious suicidal thoughts and i am having trouble making them go away and i have no one to talk to and i dont know what im going to do - i think i can make it to tuesday but i dont know what i will do if she chooses to continue the IVO process because these thoughts are getting harder and harder to ignore... 'UID2631’s clinically-trained moderators often work offline (invisible to you) on issues relating to suicide or self-harm. At the same time, general supportive comments from the community are encouraged. If you have concerns around suicide or self-harm, please phone our support service on 1300 22 4636.'"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Big bad monsters in head,UID3332,""Dear all I am having an awful morning. I woke up feeling really emotional & don't know why. My husband woke up shortly after & I could tell he was upset. He said I don't communicate anymore as I shutdown & isolate myself & he feels like he is living alone. He criticised my medication, my Drs & my wish to talk about Beyond Blue. He said he'd had enough suffering. I asked if he would read about depression and he said why would he read it when he lives with it everyday. He was harsh & angry. I wanted to explain to him that if he read material he might be more compassionate & hopeful. Sometimes I think he must believe I enjoy all this. Can't he see I'm in pain hurting, not knowing where my mind will end up next? I'd do anything to stop my thoughts & experience happiness. I spent $200 I didn't have on Selfhelp books the past few weeks. I'm trying so so hard. And I took my son out as promised UID1861 & spoilt him even though I didn't feel like it-I forced myself for him. Then I got home and rarely does this happen, but I was overwhelmed to end it all. But my safety net is my kids & I don't think I could ever do that to them. This morning I'm so overwrought with emotion and want to never stop the tears but I can only feel them flow softly down my face. ( I want to cry & cry like you but I can't). It's not going to be a good day by the way things are going. I need to find myself somehow. For those that don't know-I left home at 19 & moved into a share house of young people. Until then I had been supporting my mum who had breast cancer & 2 younger sisters. I stayed that long as my Dad had abused me & I waited until he left before I did. My self worth/esteem was so low I thought that the first person to show me any form of love &/or affection I'd stick with. So at 19 I married a guy in that house & we still together today although we've endured so much with my illness. His leukaemia & issues with kids. Anyway today I feel really sad. My husband is so angry I'm only seeing Drs/Psychiatrists who prescribe more medication each visit. My Pysch knows my history & says I have PTSD, trauma. Severe anxiety & chronic depression. She said I will always live with the pain but hopefully come to accept it as a chapter of my life & move on to the next chapter. Don't you hate those days you get up & could start crying before you hit the bathroom. It's a roller coaster. I like GA mentioned in a previous post hate the fear of not knowing what's going to hit me when. I feel I'm a hopeless, unmotivated, unfuctionaning, wreck of a person who used to be so bright & fun & happy & loveable. UID2181 I'm a lonely isolated stuck at home feeling worthless person who is heading nowhere. I hope you are all doing a little better than me this morning. Lve Mares xxx"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"starting to move forward,UID1885,""Lately I have started to feel better than I have been. I have a long way to go. Went to drug and alcohol counseling which has UID1059ed. I know it's going to take some time before I get to that happy place, but at least I'm heading in the right direction. My hubby still gives me grief for hanging out with a friend. He didn't like me getting my tongue pierced. UID2181 he complained that I want to dye my hair black. I am my own person and should be allowed to do the things I want"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"I am scared,UID999,""I am so scared of next tuesday I know I have done everything asked of me in the temp IVO, i have not contacted  even though every impulse i have in my body wanted to I have done everything I can think of to improve myself (Meds, Psychologist, Enrolled in Mens Behaviour Change Program, Given up drinking coke, working on mensline anger management worksheets, writing stuff to get it out of my head, have a job and an interview thursday for one much closer to home, gotten a myself a car) What happened at the start of december knocked me to the canvas...it has taken every ounce of strength i have to get myself back up and to the point where i am now. If it goes bad next week, i know i dont have the strength to fight back again, i dont even know if i want to fight back to be honest Im scared...so so scared and its making me feel sick"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Today is not a good day,UID905,""The past two days have been ok. I have alternated between a sober mood and a manic ones. I literally could not sit down two evenings ago. My mind would not stop racing. Thoughts chasing thoughts, around around my head. Yesterday afternoon, I couldn't stop laughing. Half the things weren't even funny. Last night there was some little comment or other- something incredibly petty and I was just suddenly so angry at my husband. It made no sense. This morning I am torn between wanting to punch walls and cry in a corner. If only I could control this. I don't necessarily want to jump off my rollercoaster ride but riight now I want to bash my hands against the safety railing. There's got to be something better than this awful state. There's got to be a way out. I am not winning against the monsters in my head today. One of them has me swallowed whole and I don't know when he's going to spit me out. GA"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Climbing out of my skin,UID1152,""Hi All, It's been a beautiful day in the sun and for a while there I felt normal. Until I remembered I'm not. I am a drug abuser and suffer from depression. It is almost 4 years ago since so my first hospitalisation and yet it seems like UID1861. The same fear, shame , anxiety and the overwhelming sadness I felt at having been reduced to that state washes over me still when I am feeling particularly low. How did it happen I ask myself over and over. UID2181 after years of therapy and four more admissions I still have these feelings. I still feel bad!. One good thing in hospital was the shared feelings and camaraderie you tend to develop with fellow sufferers after a few months. I joined BB to UID1059 fill that gap and the support has been good but part of me says I don't want to be in this 'club ' anymore. Is it just me ? I don't want to have my GP and Psych on speed dial. I don't want to spend hundreds of dollars on meds that make me fat and stupid. And I really don't want that tag hanging around my neck forever of 'someone that needs to watched '( """"you know because of what she did"""") I have been waiting to see my psych for a month due to Christmas etc and I am climbing out of my skin. It's never over. No matter how much better you become or how you seemingly get back to normal. You are not allowed to forget, ever! It's great that people from BB are going on TV, I'm all for it and if it UID1059s make the subject less taboo then that's wonderful. But the reality for those of us living with depression is that we face discrimination, lack of understanding. and rejection on a daily basis and more often than not it's not from strangers but people we know and love. I want my family and friends to """"get it"""", but the problem is I agree with most of the misconceptions out there. I loathe myself for what I've become and the friends and money I've lost. I can't give them back this time. I can't make it better. So all I can do is to try to make myself less loathsome and carry on. This is where the meds UID1059. But then................................ Yep I hate myself all over again for being so weak. UID3981ling really shattered at the moment and despising myself for not doing what I know I need to do Stressles"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Dark depths of despair - it won't go away,UID3556,""Me of late … well it’s so hard to put into words. I know a lot of you have been asking over the last little while. I’m just so incredibly sad. Just so low. And then it makes me angry … with myself and sometimes it borders to others as well. Not that I want to do any harm to anyone, but it’s just so difficult to express. Just over the last couple of days, what I think I’m realising is that I’m still in heavy mourning and still overcome with grief from the loss of my brother and my Dad. And it’s a long time to be coping with this … 1991 for my bro and 2007 for my Dad. But I kind of feel like why should I be happy when UID1518’re no longer UID3760. I feel that why should I get any enjoyment out of anything"; cause Dad and my bro aren’t UID3760 anymore to enjoy such things. Even more so for my brother, cause he was just 29 when I lost him. But yeah, it’s sometimes like it’s in the days after the funeral, where everyone else is getting on with their lives and I think, “to hell with that … I can’t and won’t live properly – I’m going to continue to feel sad, because I have too. UID794 else does this, f**k everyone else, I’m going to feel sad for them forever and I’ll show it to everyone”. And all the while, I’m just wasting away my life … and am worried every day that my kids will be ok, that UID1518 will turn out alright. This low, awful feeling has been with me for so long now … and it’s really getting to me you know. I see my Doc, I see my psychiatrist, my meds have been reviewed;" I have recently had another mental health check and that proved that yes, I am definitely not a normal functioning human being … I’m just … I can’t … anyway, UID1518’ve got me a series of appointments with my psychologist, but the first one isn’t for another month yet. I exercise every day, we have pets at home which are great, by the way … and yet I still feel this low. This unbelievable sadness that is ripping the absolute guts out of me. You know, I’m on UID3760 every day and I reply to all sorts of different folks … wonderful folks … but all the time, you’re hearing these posts from someone who is among their lowest ebbs in life. I can’t do anything to end my life … I couldn’t and won’t do that to my beautiful family. For as much torture and hell that I live through every day, if I did that, it would destroy them. For anyone else who might be reading this … if you’re at that particular way of thinking … please think of the people you’d be hurting so badly who would be left. I know we have these thoughts and how nice it’d be to not wake up again, but we can’t do this. I’ve mentioned that we have the demons, the torture, the living hell inside our minds every day … but there’s nothing for it … despite doing you know “all the right things that UID1518 say you should do”, I still am no better. I’m clearly getting worse. So there we are, we are just a under-performing, under-achieving (whoops, sorry, that should have said I am) ……………………….. I want to scream out, I want to cry, but I can’t do the latter and I’d frighten everyone in this workplace if I did the former. I can’t even think of anything funny to say. Bye for now "",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I'm lost,UID529,I'm lost,depression;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"I need to talk to someone,UID1277,""Can someone reply please, i need to talk. I would like some company, wish people would msg me but UID1518 don't and when i do UID1518 say sometimes you have to deal with it on your own. I just want to talk about things in general. I feel lonely it's like no one has time for me everyone is off doing their own thing with other people. I would like to UID3584t all of you in person and to tell our stories and experiences face to face. I'm starting to question myself wondering wheather i am actually good enough for anyone including myself. Kind UID372egards "",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Something Isn't Right,UID1277,""As the title suggests, at this very moment in time on this day at this time like time is still something doesn't feel right. My facial expression that i feel tells me something is wrong, i feel a worried look on my face. I look out my window and into the bright light of the suns rays and i think what is missing, before everything started back in August of last yr i was in a similar life position and i felt gd but now that i have gone through what i have i feel something left me when i got admitted to hospital in August and since then i have been trying to get back what left me. Why can't i see the qualities in myself and yet other people can? I see them sometimes but most of the time i'm just so oblivious to them like i'm blinded by everything else that is going on in my life that i some how don't recognise my qualities. Is it because my head is full of other things e.g. peoples names, appointments etc. I've felt like this for a couple of days now. Have been doing other things to take my mind of it but in the end it all comes back to the same place. It doesn't disappear it just lays dormant for a couple of hours then comes back in a slow and yet powerful way. Cheers "",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"had enough,UID1885,""Can't handle it anymore, my daughter is full on hard work. Lately she been pushing me over. My hubby is also hard work. I hate being controlled. I feel like I need to get away from it all. It's not UID1059ing my mental state. I'm so sick of this. I want to leave I don't want or need this shit anymore. I'm smoking I can't quit I can't deal with it at all. It really hurts but I need to get out and change things. I love my hubby but I'm not in right state to deal with this anymore. UID3981l like a slave. When I do get try get time to myself I get made to feel guilty. So feel down right now, trying to beat the urge to hurt myself. I don't know how much longer I can go on like this UID2631’s clinically-trained moderators often work offline (invisible to you) on issues relating to suicide or self-harm. At the same time, general supportive comments from the community are encouraged. If you have concerns around suicide or self-harm, please phone our support service on 1300 22 4636."",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"will i ever get better,UID3739,""I don't know if I will ever get better. Whether this damn depression that eats away at me will disappear. Whether my anxiety levels will drop. Will I ever have self esteem or confidence? Will I ever lose weight or be strong? There are so many scenarios and questions that I can't answer. Today I feel sort of okay. I went for a 6km walk with my hubby this morning and now my legs are sooo sore. Sitting on my deck in the sunshine listening to the birds whistling away among the trees I feel free but scared. I still have so much trepidation where it concerns my parents. And I don't have any self esteem, in fact I hate myself so much"; I hate the way I look, my body, the weight I have put on from the anti depressants and the lack of confidence. I struggle daily even though I work (that's when I put on a mask). I still wonder about self harm, still wonder what's it like to go to hospital. I am scared that I may never get this depression out of my head, my body, me. I am scared that it will be with me forever. It's hard to not be scared when the thoughts pop up about self harming and suicide come up. Do I just keep taking the meds forever. I asked my psych UID1861 if I could come off them and his reply was that talking to my parents now wouldn't solve the depression instantly. So that means that i have to keep taking them. Sorry guys, I am just not understanding depression, I thought I knew what it was but i don't think i really do. Was I born with it; did i develop it as I got older;" is it a chemical imbalance? Will I ever get better - I guess time will tell. Jo"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"New Year,............ ,UID1015,""Happy New year to all my Beyond Blue Friends!!! I hope that through all your daily struggles you managed to feel some happiness and positive energy throughout the festive season!! I haven't written in such a long time and for that I feel guilty and sorry!! You've all supported me alot and I feel as if I have been selfish! Never the less, UID3760 I go!! If i were to reflect truthfully and entirely on my last year I would be a ball of tears, fears and sadness! So I'll keep it brief. It sucked major Donkeys..... Depression.... Other health issues, simply not coping with my everyday life, very nearly destroyed a lot of relationships in my life and my will to get better and try to carry on a strong healthy happy person. Christmas day its self was a near on disaster, an event Christmas eve most def ruined my Christmas and I can say that it was a turning point in my head and in my heart!! I decided to try my very hardest and put all my effort into staying positive!! So far so good!! UID2181 I know it seems so smug of me to say it but I am proud of my achievement so far!!! Its hard, and very very trying, but Im not giving up. I put a shield up and when I get those feelings of that sneaky black dog creeping up to rock me, I bang bang deflect all the bad vibes and think of something thats making me happy!!! Naturally I still have moments, but I'm just trying not to dwell on those moments! I got a promotion at work, my relationship seems to be blossoming even more so, This is all good and I feel appreciated and respected! Its going well!! Plus I no longer have to work away so i think thats a pretty big chunk of my problems about to go away!! My biggest struggle at the moment is small and its my weight, I know its only a minor issue but its mine!! I'm 25 172-175 cm tall and I weigh 57kg, just before Christmas i was 55kg and thats where I want to be, so Im doing it!! I often get down about my weight and realistically I know I have nothing to worry about Im not fat or over weight, im closer to underweight than I am over weight but it is a strange little thing always on my mind! I wear baggy clothes so I feel smaller!! I watch what I eat. But its nothing major so Im feeling positive about life again!! So I want to thank all of you have had UID1059ed me through the hard times, and to everyone who is struggling over whatever just remember that no problem is stupid, your not alone and thongs will get better. Dont ever give up. :) xxxx LP"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"seeing my psych today,UID3739,""Hi everyone Can't wait for 12 noon when I see my psych. It's been 10 days since my last session but it feels like forever. So much has happened in the past week that it's doing my head in. I thought that me seeing my parents would UID1059 me feel a lot happier. But I'm not and I now know that it's the depression, the chemical imbalance that is affecting me. So what do I do? Keep taking my meds, keep seeing my psych and GP, exercising, doing stuff that I can do. Maybe in my head I thought I would be """"fixed"""" """"cured"""" when I saw my parents. But that's not the case. Not at all. In fact part of me feels like I am heading downhill again. Is it the emotions. It has to be - the roller coaster of emotions I've had this week. I've had to deal with so much this week that I really don't know how I coped - well I'm not that's the point. You know, I craved for my parents for three years, I cried every day for them"; and then it turned to my dad. I wanted to see him but couldn't, i wanted a hug from him but couldn't. And then last week I got the hug I so much wanted. I have a feeling this is going to take a long time for me to be happy again, thing is will I ever be happy again? I try, i really do try to be the best wife, mum, daughter, sister, friend. I really do but sometimes I don't know. I doubt myself so much, I have high expectations of myself, i can't make mistake, i can't fail. And I have - because I have depression, I have a mental illness. So where to from UID3760 - I don't have a clue. All I know is that my parents are speaking to me, I lost my last grandparent the other day; i struggle to work, i struggle to be happy. I don't know anymore. I hope by being on UID3760 I can gain some strength to keep going, because some days it's not easy; some days it's hard. I know I have a lot of friends on UID3760 now that we support each other; and i hope that UID3800, if anyway possible, we could all UID3584t up - i would just love to hug everyone and say thanks. Thanks for keeping me alive, thanks for keeping me strong and thanks for picking me up when I'm down. (wiping me eyes with tissue). I really and truly believe that BB is a fantastic and safe site to use;" we all understand each other and know what we're going through. I think I'm rambling on now, so I will go. Let you all know how my session goes today - though I'm thinking it won't be great, I'll need tissues. Jo xx"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Trying to Help People,UID1277,""This friday evening. I like most other times when i have started a new thread or post am laying on my bed listening to music on my phone. This thread is quite similar to the """"A must UID372ead Thread"""". It is all about trying to UID1059 others who a in a real dark patch at the moment and those you need to read some encouraging, supporting and inspiring words. It is to give us all on UID3760 at BB a pick up off the ground, so we can all walk together hand in hand with one another. For people who are in a really dark place, i understand your feelings we all do you are not alone and never wil be. I am hoping that this thread will bring people who are struggling out of the shadows of darkness and into the light of the sun. It is when this happens that you start to notice that things are changing for the better. I know what it is like to go to hell and back, you feel like nothing or no one can UID1059 but in the end it all comes together i assure you all. This is my own way of trying to UID1059 others, it is not because i don't want to post on anyone's thread it is simply that the best way for me to UID1059 people is to create threads like this turn the negative into a positive. I wish i could post on your threads, i feel so slack for not being able to in particular when i see other people are doing just that. YOU UID4232 HAVE THE STRENGTH, COURAGE, FAITH, BELIEF AND EACHOTHERS BACKS WHEN WE NEED SOMEONE TO TALK TOO, WHEN WE FALL WE UID4232 HAVE SOMEONE TO PICK US UP WE ARE UID4232 100% BEHIND EACHOTHER. Kind UID372egards "",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Acknowledgement to ,UID3556,""To , I've been thinking of doing this post for a while now and so thought today is as good a day to do it as any. Can I just say that the experience, advice and support that  brings to this site is incredible. We know you’ve had your long ride through hell … just as most of us are experiencing ourselves right now. Your journey was damn long and though you’re through now, I know there are times that demons come back to haunt you. As I’ve referenced in the past, you have been the one constant on this site for the whole time and that’s evidenced by the incredibly high number of posts that you’ve sent. Over 1,500 posts provided to people in need, people in crisis, people crying out for UID1059, for support ... people like us … you’ve responded and sent replies to so many and you have made a difference. A HUGE difference. I would hazard a guess that you have saved untold amount of lives by your support and advice when people were at their lowest ebb and about to end things. Things like this just emphasis to me just how amazing and truly special you are . I’m sorry if I’ve gone all fuzzy and warm with this post and have singled  out specially (because for anyone who comes on UID3760 and posts responses – UID1518 are responses of support, care, advice and love – love for the other people who are suffering – and everyone should be acknowledged for being such wonderful, kind spirited, compassionate and the absolute best human beings on this planet). But I just wanted to say a quick thank you to  for his constant advice, knowledge and unwavering support. Thanx mate and UID3800 if we ever UID3584t, I would love to shake your hand, buy you a beer and sit and have a few frosty ones with you. Cheers  Ps: I really don’t know what bought that on … it’s 10:36am, so that must have been one helluva coffee that I had this morning! Having said that, every word above is true and straight from the heart."",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"My Day,UID905,""You are probably of sick of hearing from me by now, but I felt the need to post what happened to me today. After a long and ardous 5 hour long conversation with my husband UID1861, I decided that I was going to go to this convention today which we have UID1059ed plan for the past month. It was a small one- not even a thousand people but a couple of days ago I was sure I would be too fragile to face that. I wasn't even sure gioing to sleep last night. I woke up this morning and decided to to go. I would be volunteering close to my husband and some friends so if things tarted to go pear shaped, UID1059 was at hand to seek medical attention. The deal was we would be there as long as I could stand it and then we could go home or to the hopsital depending on my state of mind. It went alot better than expected. I spent most of the day there and even found the responsibility of looking after attendees UID1059ed me keep my mind of my troubles. I just focused on what others needed. When the crowd was toomuch, I withdrew to a spot working the door where it was quieter and I didn't even have to do much work. The biggest news of all- I had fun. I laughed for the first time in days. I found myself smiling. Today was a good day. I am not saying I won't have bad days after this, I probably will with the looming deadline of deciding what to do with my life now that I have wasted 7 years on a not quite finished degree. I haven't even began to deal with my family issues. But today was a good day all the same. I guess that's what the point of this post is- not to gloat that I am having a good day and others aren't, but that good days can and do happen. A good day happened to me of all people, and if you've been following my posts you know good days just haven't been happening for months. If I had quit before this, I wouldn't have seen today. I see the stars I was looking for. By gum, if good days can happen to me UID1518 can happen to you too. The second point is when the dark comes again for me and I can't see the stars, you out there can throw this day back in my face. You have full permission to do that. You can rub my face in this feeling until it scrubs out all the darkness and I see stars again. UID2181 more importantly, how did your day go? GA"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"I feel flat,UID3739,""Hi everyone, I don't feel happy and excited. I feel UID1183 and flat. Is it because of my roller coaster week of emotions? My parents? Or is it just ME. Maybe it's me the whole time, maybe I was the one who is sick. I don't know I am not making sense. I feel that everything should be back to normal";" but it's not. I actually feel more UID1183 now than before. And I don't get it. But I should be happy. I should be happy in seeing my parents again. So why aren't I? What is wrong with me. I just want to curl up in a ball and cry but I can't. Jo"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"not really happy, not sure why,UID1885,""We brought a dog which has been good for us all. But I still have that darkness about me. Everything still gets to me. I'm on New meds. I'm with a mental health team which UID1059s a bit. Still so emotional, really don't know what to do"",depression";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
